照片文件名,菜品名,价格(元),口味标签,食材,备注
sh_801.jpg,兰大榆中盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,兰大榆中校区食堂
sh_802.jpg,兰大本部红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,兰大本部食堂
sh_803.jpg,兰大榆中干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,兰大榆中食堂
sh_804.jpg,兰大本部京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,兰大本部食堂
sh_805.jpg,兰大榆中咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,兰大榆中食堂
sh_806.jpg,兰大本部蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,兰大本部食堂
sh_807.jpg,兰大榆中毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,兰大榆中食堂
sh_808.jpg,兰大本部东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,兰大本部食堂
sh_809.jpg,兰大榆中酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,兰大榆中食堂
sh_810.jpg,兰大本部孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,兰大本部食堂
sh_811.jpg,东北大学浑南盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,东北浑南校区食堂
sh_812.jpg,东北大学本部红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,东北本部食堂
sh_813.jpg,东北大学浑南干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,东北浑南食堂
sh_814.jpg,东北大学本部京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,东北本部食堂
sh_815.jpg,东北大学浑南咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,东北浑南食堂
sh_816.jpg,东北大学本部蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,东北本部食堂
sh_817.jpg,东北大学浑南毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,东北浑南食堂
sh_818.jpg,东北大学本部东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,东北本部食堂
sh_819.jpg,东北大学浑南酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,东北浑南食堂
sh_820.jpg,东北大学本部孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,东北本部食堂
sh_821.jpg,吉大前卫盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,吉大前卫校区食堂
sh_822.jpg,吉大南岭红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,吉大南岭食堂
sh_823.jpg,吉大前卫干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,吉大前卫食堂
sh_824.jpg,吉大南岭京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,吉大南岭食堂
sh_825.jpg,吉大前卫咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,吉大前卫食堂
sh_826.jpg,吉大南岭蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,吉大南岭食堂
sh_827.jpg,吉大前卫毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,吉大前卫食堂
sh_828.jpg,吉大南岭东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,吉大南岭食堂
sh_829.jpg,吉大前卫酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,吉大前卫食堂
sh_830.jpg,吉大南岭孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,吉大南岭食堂
sh_831.jpg,哈工程启航盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,哈工程启航活动中心食堂
sh_832.jpg,哈工程本部红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,哈工程本部食堂
sh_833.jpg,哈工程启航干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,哈工程启航食堂
sh_834.jpg,哈工程本部京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,哈工程本部食堂
sh_835.jpg,哈工程启航咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,哈工程启航食堂
sh_836.jpg,哈工程本部蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,哈工程本部食堂
sh_837.jpg,哈工程启航毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,哈工程启航食堂
sh_838.jpg,哈工程本部东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,哈工程本部食堂
sh_839.jpg,哈工程启航酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,哈工程启航食堂
sh_840.jpg,哈工程本部孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,哈工程本部食堂
sh_841.jpg,中农东校区盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,中农东校区食堂
sh_842.jpg,中农西校区红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,中农西校区食堂
sh_843.jpg,中农东校区干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,中农东校区食堂
sh_844.jpg,中农西校区京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,中农西校区食堂
sh_845.jpg,中农东校区咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,中农东校区食堂
sh_846.jpg,中农西校区蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,中农西校区食堂
sh_847.jpg,中农东校区毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,中农东校区食堂
sh_848.jpg,中农西校区东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,中农西校区食堂
sh_849.jpg,中农东校区酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,中农东校区食堂
sh_850.jpg,中农西校区孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,中农西校区食堂
sh_851.jpg,西北农林北校盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,西北农林北校食堂
sh_852.jpg,西北农林南校红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,西北农林南校食堂
sh_853.jpg,西北农林北校干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,西北农林北校食堂
sh_854.jpg,西北农林南校京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,西北农林南校食堂
sh_855.jpg,西北农林北校咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,西北农林北校食堂
sh_856.jpg,西北农林南校蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,西北农林南校食堂
sh_857.jpg,西北农林北校毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,西北农林北校食堂
sh_858.jpg,西北农林南校东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,西北农林南校食堂
sh_859.jpg,西北农林北校酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,西北农林北校食堂
sh_860.jpg,西北农林南校孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,西北农林南校食堂
sh_861.jpg,陕师大长安盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,陕师大长安校区食堂
sh_862.jpg,陕师大雁塔红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,陕师大雁塔校区食堂
sh_863.jpg,陕师大长安干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,陕师大长安食堂
sh_864.jpg,陕师大雁塔京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,陕师大雁塔食堂
sh_865.jpg,陕师大长安咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,陕师大长安食堂
sh_866.jpg,陕师大雁塔蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,陕师大雁塔食堂
sh_867.jpg,陕师大长安毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,陕师大长安食堂
sh_868.jpg,陕师大雁塔东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,陕师大雁塔食堂
sh_869.jpg,陕师大长安酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,陕师大长安食堂
sh_870.jpg,陕师大雁塔孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,陕师大雁塔食堂
sh_871.jpg,郑大主校区盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,郑大主校区食堂
sh_872.jpg,郑大南校区红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,郑大南校区食堂
sh_873.jpg,郑大主校区干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,郑大主校区食堂
sh_874.jpg,郑大南校区京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,郑大南校区食堂
